Driver,Race,LapNumber,umap_x,umap_y
ALO,2024_Silverstone,52.0,-3.3291407,12.169363
ALO,2024_Singapore,2.0,-3.1805217,12.425982
ALO,2024_Singapore,3.0,-3.3403697,11.8818245
ALO,2024_Singapore,4.0,-3.1800694,12.658521
ALO,2024_Singapore,5.0,-3.5122669,11.824904
ALO,2024_Singapore,6.0,-4.1478114,12.147246
ALO,2024_Singapore,7.0,-4.1333103,12.261453
ALO,2024_Singapore,8.0,-4.138938,12.036328
ALO,2024_Singapore,9.0,-4.2406864,12.397935
ALO,2024_Singapore,10.0,-4.0722775,12.916219
ALO,2024_Singapore,11.0,-5.2806354,12.512732
ALO,2024_Singapore,12.0,-4.097297,11.816749
ALO,2024_Singapore,13.0,-4.096559,12.683728
ALO,2024_Singapore,14.0,-4.13833,13.144641
ALO,2024_Singapore,15.0,-5.01401,12.883335
ALO,2024_Singapore,16.0,-4.0774617,12.223089
ALO,2024_Singapore,17.0,-4.152596,12.24705
ALO,2024_Singapore,18.0,-4.6638,11.6235285
ALO,2024_Singapore,19.0,-4.1780095,12.10271
ALO,2024_Singapore,20.0,-5.0077286,12.094568
ALO,2024_Singapore,21.0,-4.9815855,12.503028
ALO,2024_Singapore,22.0,-4.802371,13.291948
ALO,2024_Singapore,23.0,-4.2278438,12.3094
ALO,2024_Singapore,24.0,-4.0177927,11.92596
ALO,2024_Singapore,27.0,-3.2465956,12.309667
ALO,2024_Singapore,28.0,-3.1538172,12.3996935
ALO,2024_Singapore,29.0,-4.3901973,12.716303
ALO,2024_Singapore,30.0,-3.321129,12.250041
ALO,2024_Singapore,31.0,-3.3671157,12.714449
ALO,2024_Singapore,32.0,-3.220106,12.364691
ALO,2024_Singapore,33.0,-3.1883729,12.366765
ALO,2024_Singapore,34.0,-3.5972078,13.017321
ALO,2024_Singapore,35.0,-3.188796,12.337737
ALO,2024_Singapore,36.0,-3.9428022,12.010402
ALO,2024_Singapore,37.0,-3.4369092,12.157136
ALO,2024_Singapore,38.0,-4.800616,12.839416
ALO,2024_Singapore,39.0,-3.095214,12.389556
ALO,2024_Singapore,40.0,-3.3716557,11.834516
ALO,2024_Singapore,41.0,-3.9989724,13.249231
ALO,2024_Singapore,42.0,-3.9940581,13.010947
ALO,2024_Singapore,43.0,-3.182203,12.416991
ALO,2024_Singapore,44.0,-3.174165,12.384837
ALO,2024_Singapore,45.0,-3.4272234,12.178542
ALO,2024_Singapore,46.0,-4.00999,12.238444
ALO,2024_Singapore,47.0,-3.245003,12.509054
ALO,2024_Singapore,48.0,-4.1726384,12.038213
ALO,2024_Singapore,49.0,-3.8203852,11.865811
ALO,2024_Singapore,50.0,-3.973149,11.87097
ALO,2024_Singapore,51.0,-3.3683333,11.863079
ALO,2024_Singapore,52.0,-3.5288692,12.15951
ALO,2024_Singapore,53.0,-3.9976223,13.024029
ALO,2024_Singapore,54.0,-4.133989,13.037078
ALO,2024_Singapore,55.0,-4.1633296,12.785191
ALO,2024_Singapore,56.0,-4.48147,12.742974
ALO,2024_Singapore,57.0,-4.839777,11.641546
ALO,2024_Singapore,58.0,-4.8352227,11.714111
ALO,2024_Singapore,59.0,-4.5691648,11.328911
ALO,2024_Singapore,60.0,-4.9944816,12.064481
ALO,2024_Singapore,61.0,-3.7800946,12.1522255
ALO,2024_Suzuka,4.0,-4.839441,11.1748905
ALO,2024_Suzuka,5.0,-4.0681524,10.647839
ALO,2024_Suzuka,6.0,-4.033826,10.274948
ALO,2024_Suzuka,7.0,-3.9227617,10.528878
ALO,2024_Suzuka,8.0,-3.984373,10.555729
ALO,2024_Suzuka,9.0,-3.7902558,11.461545
ALO,2024_Suzuka,10.0,-4.2987547,10.660277
ALO,2024_Suzuka,11.0,-4.00861,10.619652
ALO,2024_Suzuka,12.0,-3.7706056,11.380766
ALO,2024_Suzuka,13.0,-3.3276174,11.386719
ALO,2024_Suzuka,15.0,-4.604597,10.453362
ALO,2024_Suzuka,16.0,-4.869192,11.167941
ALO,2024_Suzuka,17.0,-4.4244246,11.281383
ALO,2024_Suzuka,18.0,-3.9456472,10.894778
ALO,2024_Suzuka,19.0,-4.753845,10.832266
ALO,2024_Suzuka,20.0,-4.8385205,11.181164
ALO,2024_Suzuka,21.0,-3.445036,11.548821
ALO,2024_Suzuka,22.0,-3.025397,12.387157
ALO,2024_Suzuka,23.0,-3.6878874,11.7972145
ALO,2024_Suzuka,24.0,-3.8055532,11.186163
ALO,2024_Suzuka,25.0,-3.990109,10.887819
ALO,2024_Suzuka,26.0,-4.1197367,10.865121
ALO,2024_Suzuka,27.0,-3.5319588,11.527143
ALO,2024_Suzuka,28.0,-3.5608313,11.542586
ALO,2024_Suzuka,29.0,-3.3322208,11.757815
ALO,2024_Suzuka,30.0,-4.0323663,10.925461
ALO,2024_Suzuka,31.0,-4.192975,12.19816
ALO,2024_Suzuka,32.0,-4.7814198,11.387641
ALO,2024_Suzuka,33.0,-4.2962008,10.383011
ALO,2024_Suzuka,35.0,-3.8792202,10.892801
ALO,2024_Suzuka,36.0,-3.8457255,11.420348
ALO,2024_Suzuka,37.0,-4.297959,10.665332
ALO,2024_Suzuka,38.0,-4.4918275,10.263659
ALO,2024_Suzuka,39.0,-3.8280525,10.577603
ALO,2024_Suzuka,40.0,-4.3694515,10.130714
ALO,2024_Suzuka,41.0,-3.3645232,11.227109
ALO,2024_Suzuka,42.0,-3.6018274,12.691803
ALO,2024_Suzuka,43.0,-4.0235524,11.008691
ALO,2024_Suzuka,44.0,-3.9601216,10.987606
ALO,2024_Suzuka,45.0,-4.3432846,10.626973
ALO,2024_Suzuka,46.0,-4.1928825,10.757518
ALO,2024_Suzuka,47.0,-4.17459,10.807164
ALO,2024_Suzuka,48.0,-4.0081825,10.81637
ALO,2024_Suzuka,49.0,-4.2536907,10.754257
ALO,2024_Suzuka,50.0,-3.8540688,10.62033
ALO,2024_Suzuka,51.0,-3.6988423,11.541911
ALO,2024_Suzuka,52.0,-3.7458887,11.585513
ALO,2024_Suzuka,53.0,-3.7774334,11.3605585
HAM,2023_Bahrain,1.0,-7.061605,2.5071814
HAM,2023_Bahrain,2.0,-7.509328,1.3581029
HAM,2023_Bahrain,3.0,-8.11066,1.1041651
HAM,2023_Bahrain,4.0,-8.010571,0.9871498
HAM,2023_Bahrain,5.0,-7.360716,1.1028959
HAM,2023_Bahrain,6.0,-7.540447,1.4122729
HAM,2023_Bahrain,7.0,-7.735516,1.6143522
HAM,2023_Bahrain,8.0,-7.794419,1.6650077
HAM,2023_Bahrain,9.0,-8.187295,1.9479113
HAM,2023_Bahrain,10.0,-8.285062,2.1909742
HAM,2023_Bahrain,11.0,-7.625653,1.6304537
HAM,2023_Bahrain,14.0,-8.203053,1.4558514
HAM,2023_Bahrain,15.0,-8.048634,1.696904
HAM,2023_Bahrain,16.0,-8.028908,1.0375886
HAM,2023_Bahrain,17.0,-7.7470794,1.4471054
HAM,2023_Bahrain,18.0,-7.8422136,1.4162196
HAM,2023_Bahrain,19.0,-7.3214307,1.0845987
HAM,2023_Bahrain,20.0,-7.8742256,1.3228599
HAM,2023_Bahrain,21.0,-7.842851,2.1063867
HAM,2023_Bahrain,22.0,-7.793145,1.7348363
HAM,2023_Bahrain,23.0,-8.332761,1.8209186
HAM,2023_Bahrain,24.0,-7.803594,1.5031712
HAM,2023_Bahrain,25.0,-8.250196,1.857718
HAM,2023_Bahrain,26.0,-7.8787284,1.7673109
HAM,2023_Bahrain,27.0,-8.376677,2.0109737
HAM,2023_Bahrain,28.0,-7.9065485,2.116041
HAM,2023_Bahrain,29.0,-7.9379163,2.8419461
HAM,2023_Bahrain,30.0,-7.076666,2.9151273
HAM,2023_Bahrain,32.0,-7.944038,0.96093136
HAM,2023_Bahrain,33.0,-7.996302,1.083048
HAM,2023_Bahrain,34.0,-8.030824,1.130588
HAM,2023_Bahrain,35.0,-8.127308,1.354656
HAM,2023_Bahrain,36.0,-8.19702,1.942498
HAM,2023_Bahrain,37.0,-7.999969,2.712732
HAM,2023_Bahrain,38.0,-8.147643,2.0451791
HAM,2023_Bahrain,39.0,-8.022595,2.6801662
HAM,2023_Bahrain,40.0,-8.172943,1.9292419
HAM,2023_Bahrain,42.0,-7.933872,1.0565423
HAM,2023_Bahrain,43.0,-8.147774,1.9187094
HAM,2023_Bahrain,44.0,-7.997822,1.8094064
HAM,2023_Bahrain,45.0,-8.140207,1.8239317
HAM,2023_Bahrain,46.0,-7.711094,2.5191205
HAM,2023_Bahrain,47.0,-8.193066,2.5897388
HAM,2023_Bahrain,48.0,-7.198188,3.1168354
HAM,2023_Bahrain,49.0,-7.622255,2.640031
HAM,2023_Bahrain,50.0,-7.2187614,2.934216
HAM,2023_Bahrain,51.0,-7.966697,1.9425144
HAM,2023_Bahrain,52.0,-7.946029,1.9626665
HAM,2023_Bahrain,53.0,-8.339398,1.8916711
HAM,2023_Bahrain,54.0,-7.9154863,1.272673
HAM,2023_Bahrain,55.0,-8.097228,1.8825213
HAM,2023_Bahrain,56.0,-8.029958,2.7082179
HAM,2023_Bahrain,57.0,-6.865763,2.6486719
HAM,2023_Monaco,2.0,-6.218939,2.154061
HAM,2023_Monaco,3.0,-6.229363,2.4095848
HAM,2023_Monaco,4.0,-6.272536,2.0533485
HAM,2023_Monaco,5.0,-5.843544,1.7291203
HAM,2023_Monaco,6.0,-6.4032073,1.1805639
HAM,2023_Monaco,7.0,-6.3500376,1.0797036
HAM,2023_Monaco,8.0,-6.8168464,1.2971766
HAM,2023_Monaco,9.0,-6.5706673,1.3081142
HAM,2023_Monaco,10.0,-7.5572124,1.6165708
HAM,2023_Monaco,11.0,-6.2423916,2.1072094
HAM,2023_Monaco,12.0,-6.6193147,2.5747716
HAM,2023_Monaco,13.0,-7.1007,1.0785307
HAM,2023_Monaco,14.0,-7.2718334,1.929819
HAM,2023_Monaco,15.0,-7.0020943,1.2057773
HAM,2023_Monaco,16.0,-7.398613,1.3036697
HAM,2023_Monaco,17.0,-6.4506097,2.0165298
HAM,2023_Monaco,18.0,-6.5125017,1.6095121
HAM,2023_Monaco,19.0,-6.682245,1.4553158
HAM,2023_Monaco,20.0,-7.2548513,1.7805545
HAM,2023_Monaco,21.0,-7.1743364,1.0450459
HAM,2023_Monaco,22.0,-6.366629,1.6566609
HAM,2023_Monaco,23.0,-7.2115154,0.961979
HAM,2023_Monaco,24.0,-6.7899027,1.4392424
HAM,2023_Monaco,25.0,-6.962015,1.7294844
HAM,2023_Monaco,26.0,-6.6296763,1.520657
HAM,2023_Monaco,27.0,-6.3488984,2.2050028
HAM,2023_Monaco,28.0,-6.7152495,1.516316
HAM,2023_Monaco,29.0,-6.3758864,1.8738134
HAM,2023_Monaco,30.0,-6.9420886,1.1368837
HAM,2023_Monaco,32.0,-6.1333103,2.778188
HAM,2023_Monaco,33.0,-6.665082,3.2892046
HAM,2023_Monaco,34.0,-6.1067023,2.8722644
HAM,2023_Monaco,35.0,-7.1619973,1.555003
HAM,2023_Monaco,36.0,-7.266377,1.0832254
HAM,2023_Monaco,37.0,-7.0338235,0.953625
HAM,2023_Monaco,38.0,-6.4039297,1.0732838
HAM,2023_Monaco,39.0,-6.669544,0.91709334
HAM,2023_Monaco,40.0,-6.4487696,1.5223026
HAM,2023_Monaco,41.0,-6.5545044,2.2904153
HAM,2023_Monaco,42.0,-6.811668,1.3906181
HAM,2023_Monaco,43.0,-7.0880065,1.5855207
HAM,2023_Monaco,44.0,-6.886764,1.4853786
HAM,2023_Monaco,45.0,-7.3502703,1.6655667
HAM,2023_Monaco,46.0,-7.039376,1.0487465
HAM,2023_Monaco,47.0,-6.8134594,1.4672543
HAM,2023_Monaco,48.0,-6.3314447,1.3186841
HAM,2023_Monaco,49.0,-5.6787887,1.7519908
HAM,2023_Monaco,50.0,-5.5805693,2.1117413
HAM,2023_Monaco,51.0,-6.916228,1.2122775
HAM,2023_Monza,2.0,-6.4116244,1.6329223
HAM,2023_Monza,3.0,-5.647336,2.7980049
HAM,2023_Monza,4.0,-5.608594,2.0304034
HAM,2023_Monza,5.0,-5.496726,2.3793607
HAM,2023_Monza,6.0,-5.5985284,2.2852757
HAM,2023_Monza,7.0,-5.6572185,2.0331283
HAM,2023_Monza,8.0,-5.9091883,1.5968575
HAM,2023_Monza,9.0,-6.35206,1.6948073
HAM,2023_Monza,10.0,-4.246528,2.2822673
HAM,2023_Monza,11.0,-5.783986,2.882106
HAM,2023_Monza,12.0,-5.6416516,2.073897
HAM,2023_Monza,13.0,-5.4923077,2.3524218
HAM,2023_Monza,14.0,-5.702303,2.2371233
HAM,2023_Monza,15.0,-4.7829905,2.0907056
HAM,2023_Monza,16.0,-5.4881263,2.0564547
HAM,2023_Monza,17.0,-5.7702456,1.9085239
HAM,2023_Monza,18.0,-5.515297,2.698721
HAM,2023_Monza,19.0,-5.7553873,2.8796494
HAM,2023_Monza,20.0,-5.2012863,2.4324708
HAM,2023_Monza,21.0,-5.5613556,2.2363052
HAM,2023_Monza,22.0,-5.358541,2.0666382
HAM,2023_Monza,23.0,-5.722154,2.3003504
HAM,2023_Monza,24.0,-5.6469884,2.37668
HAM,2023_Monza,25.0,-5.2366877,2.377229
HAM,2023_Monza,26.0,-5.401746,2.342134
HAM,2023_Monza,29.0,-4.637154,2.4617617
HAM,2023_Monza,30.0,-5.112541,2.4398477
HAM,2023_Monza,31.0,-5.1951184,2.4265397
HAM,2023_Monza,32.0,-5.2476883,2.3603406
HAM,2023_Monza,33.0,-5.2079234,2.4488719
HAM,2023_Monza,34.0,-4.832901,2.4875045
HAM,2023_Monza,35.0,-5.3040986,2.4785042
HAM,2023_Monza,36.0,-5.3280296,2.403164
HAM,2023_Monza,37.0,-5.359407,2.3343842
HAM,2023_Monza,38.0,-5.276228,2.388244
HAM,2023_Monza,39.0,-6.38647,1.7109604
HAM,2023_Monza,40.0,-6.0462227,2.6590664
HAM,2023_Monza,41.0,-6.0518208,2.897639
HAM,2023_Monza,42.0,-5.316661,2.4515378
HAM,2023_Monza,43.0,-5.9676824,2.126976
HAM,2023_Monza,44.0,-5.6626673,2.1301515
HAM,2023_Monza,45.0,-5.71035,2.205078
HAM,2023_Monza,46.0,-6.338952,1.7626685
HAM,2023_Monza,47.0,-5.7353654,2.3236346
HAM,2023_Monza,48.0,-5.701738,2.5510128
HAM,2023_Monza,49.0,-5.826548,2.9342723
HAM,2023_Monza,50.0,-5.894016,2.6132798
HAM,2023_Monza,51.0,-6.191145,3.0137582
HAM,2023_Silverstone,2.0,-6.9788766,3.3947296
HAM,2023_Silverstone,3.0,-6.0666094,2.203133
HAM,2023_Silverstone,4.0,-6.28332,3.1383085
HAM,2023_Silverstone,5.0,-6.0985513,2.8397582
HAM,2023_Silverstone,6.0,-6.9456224,3.391016
HAM,2023_Silverstone,7.0,-6.6564636,3.298842
HAM,2023_Silverstone,8.0,-6.513558,2.9712884
HAM,2023_Silverstone,9.0,-6.629596,2.4821615
HAM,2023_Silverstone,10.0,-6.3953996,3.2337449
HAM,2023_Silverstone,11.0,-6.8703136,3.377618
HAM,2023_Silverstone,12.0,-7.7705193,3.222872
HAM,2023_Silverstone,13.0,-6.9283996,3.3992374
HAM,2023_Silverstone,14.0,-7.876246,2.735814
HAM,2023_Silverstone,15.0,-6.5022764,3.368399
HAM,2023_Silverstone,16.0,-6.4468536,3.0524278
HAM,2023_Silverstone,17.0,-6.528041,3.2169235
HAM,2023_Silverstone,18.0,-7.424997,2.4415479
HAM,2023_Silverstone,19.0,-7.428915,2.1381106
HAM,2023_Silverstone,20.0,-6.5240765,3.0664277
HAM,2023_Silverstone,21.0,-6.558634,3.242628
HAM,2023_Silverstone,22.0,-6.3252263,3.1527321
HAM,2023_Silverstone,23.0,-6.161747,3.1022546
HAM,2023_Silverstone,24.0,-5.8991895,2.339818
HAM,2023_Silverstone,25.0,-6.3922787,3.0742047
HAM,2023_Silverstone,26.0,-6.450386,2.8955023
HAM,2023_Silverstone,27.0,-5.996624,2.3805828
HAM,2023_Silverstone,28.0,-6.451177,2.1371179
HAM,2023_Silverstone,29.0,-6.5133553,2.4956443
HAM,2023_Silverstone,30.0,-6.1328855,3.0475347
HAM,2023_Silverstone,31.0,-6.2443824,3.0732963
HAM,2023_Silverstone,32.0,-6.3845367,3.1485353
HAM,2023_Silverstone,39.0,-6.9266276,3.401923
HAM,2023_Silverstone,40.0,-6.823928,3.3738554
HAM,2023_Silverstone,41.0,-6.553398,2.6875267
HAM,2023_Silverstone,42.0,-6.579105,3.2625344
HAM,2023_Silverstone,43.0,-5.97716,2.7146716
HAM,2023_Silverstone,44.0,-6.530342,2.6233146
HAM,2023_Silverstone,45.0,-6.625597,2.587936
HAM,2023_Silverstone,46.0,-6.359858,3.1027732
HAM,2023_Silverstone,47.0,-6.485988,3.321026
HAM,2023_Silverstone,48.0,-6.53186,3.1929047
HAM,2023_Silverstone,49.0,-6.7421618,3.3538702
HAM,2023_Silverstone,50.0,-6.302524,3.1616051
HAM,2023_Silverstone,51.0,-6.962935,3.3990142
HAM,2023_Silverstone,52.0,-6.782718,3.3361187
HAM,2023_Singapore,3.0,-8.942691,1.2536559
HAM,2023_Singapore,5.0,-8.229076,1.8943533
HAM,2023_Singapore,6.0,-8.996916,0.904225
HAM,2023_Singapore,7.0,-8.969375,0.8640645
HAM,2023_Singapore,8.0,-9.0043545,0.9754087
HAM,2023_Singapore,9.0,-9.023133,0.9378693
HAM,2023_Singapore,10.0,-8.615698,1.240391
HAM,2023_Singapore,11.0,-8.923444,1.2429112
HAM,2023_Singapore,12.0,-8.936466,0.83107495
HAM,2023_Singapore,13.0,-8.425086,0.87941366
HAM,2023_Singapore,14.0,-8.344191,0.86807716
HAM,2023_Singapore,15.0,-8.863385,1.1425164
HAM,2023_Singapore,16.0,-9.082216,1.142155
HAM,2023_Singapore,17.0,-9.081277,1.0304875
HAM,2023_Singapore,18.0,-9.080394,1.0302588
HAM,2023_Singapore,19.0,-9.06755,1.0540847
HAM,2023_Singapore,24.0,-7.9292297,1.0710545
HAM,2023_Singapore,25.0,-8.943783,0.81833476
HAM,2023_Singapore,26.0,-8.942261,0.83136386
HAM,2023_Singapore,27.0,-8.347931,1.3681092
HAM,2023_Singapore,28.0,-9.072504,1.1655719
HAM,2023_Singapore,29.0,-9.057949,0.95310944
HAM,2023_Singapore,30.0,-8.955823,0.8346301
HAM,2023_Singapore,31.0,-9.027593,0.9198862
HAM,2023_Singapore,32.0,-8.918148,0.8392371
HAM,2023_Singapore,33.0,-9.032526,1.1393434
HAM,2023_Singapore,34.0,-8.985367,1.1586059
HAM,2023_Singapore,35.0,-8.98767,1.1547424
HAM,2023_Singapore,36.0,-9.125474,1.0939587
HAM,2023_Singapore,37.0,-9.096457,1.157782
HAM,2023_Singapore,38.0,-9.003837,1.0045704
HAM,2023_Singapore,39.0,-8.864612,1.2023264
HAM,2023_Singapore,40.0,-8.68311,1.2786348
HAM,2023_Singapore,41.0,-9.019451,0.9596106
HAM,2023_Singapore,42.0,-9.033602,1.1610181
HAM,2023_Singapore,43.0,-8.986974,0.9075865
HAM,2023_Singapore,46.0,-8.9324,1.2110763
HAM,2023_Singapore,47.0,-8.928447,0.7906101
HAM,2023_Singapore,48.0,-8.566672,1.5267115
HAM,2023_Singapore,49.0,-8.904144,0.8147717
HAM,2023_Singapore,50.0,-8.9817505,0.86653167
HAM,2023_Singapore,51.0,-8.972797,1.1815137
HAM,2023_Singapore,52.0,-8.8047285,1.3150547
HAM,2023_Singapore,53.0,-7.9974604,1.1375796
HAM,2023_Singapore,54.0,-8.3707285,1.2612004
HAM,2023_Singapore,55.0,-8.958614,0.839695
HAM,2023_Singapore,56.0,-8.0169325,1.0186036
HAM,2023_Singapore,57.0,-8.797483,0.8054208
HAM,2023_Singapore,58.0,-8.425803,1.3216839
HAM,2023_Singapore,59.0,-8.020968,1.3500718
HAM,2023_Singapore,60.0,-7.8240504,3.247732
HAM,2023_Singapore,61.0,-7.8639026,0.9430904
HAM,2023_Singapore,62.0,-7.7357535,0.8995811
HAM,2023_Suzuka,5.0,-7.153712,3.0313413
HAM,2023_Suzuka,6.0,-7.6828966,3.2600615
HAM,2023_Suzuka,7.0,-8.350754,2.148298
HAM,2023_Suzuka,8.0,-8.278334,1.825423
HAM,2023_Suzuka,9.0,-8.370385,1.8046348
HAM,2023_Suzuka,10.0,-8.270554,1.204828
HAM,2023_Suzuka,11.0,-8.340319,2.245848
HAM,2023_Suzuka,12.0,-7.84613,2.6580858
HAM,2023_Suzuka,13.0,-7.3668756,2.8216753
HAM,2023_Suzuka,15.0,-8.299875,2.0955114
HAM,2023_Suzuka,18.0,-7.8964486,2.5078177
HAM,2023_Suzuka,19.0,-8.32685,2.0753417
HAM,2023_Suzuka,20.0,-8.373938,2.0157788
HAM,2023_Suzuka,21.0,-7.118823,3.144795
HAM,2023_Suzuka,22.0,-8.04903,2.5784163
HAM,2023_Suzuka,23.0,-7.6090918,2.4560583
HAM,2023_Suzuka,24.0,-7.6766114,2.5039084
HAM,2023_Suzuka,25.0,-7.6709943,2.473675
HAM,2023_Suzuka,26.0,-7.987132,2.6444428
HAM,2023_Suzuka,27.0,-7.725295,2.4923096
HAM,2023_Suzuka,28.0,-8.1753235,2.4830093
HAM,2023_Suzuka,29.0,-8.22943,2.5113018
HAM,2023_Suzuka,30.0,-8.147204,2.5269563
HAM,2023_Suzuka,31.0,-7.784608,3.0250487
HAM,2023_Suzuka,32.0,-8.035996,2.236791
HAM,2023_Suzuka,33.0,-8.096233,2.1742744
HAM,2023_Suzuka,34.0,-7.8101907,3.1917446
HAM,2023_Suzuka,36.0,-7.9680595,2.7271442
HAM,2023_Suzuka,37.0,-8.271205,2.4436042
HAM,2023_Suzuka,38.0,-8.295325,2.3315113
HAM,2023_Suzuka,39.0,-8.293929,2.0829163
HAM,2023_Suzuka,40.0,-8.263479,2.4083533
HAM,2023_Suzuka,41.0,-8.281194,2.4145389
HAM,2023_Suzuka,42.0,-8.194997,2.1410894
HAM,2023_Suzuka,43.0,-7.800441,2.8420167
HAM,2023_Suzuka,44.0,-8.0188875,2.5697432
HAM,2023_Suzuka,45.0,-7.7579193,2.5346594
HAM,2023_Suzuka,46.0,-8.131175,2.074015
HAM,2023_Suzuka,47.0,-6.9799533,2.363326
HAM,2023_Suzuka,48.0,-7.735432,2.8489933
HAM,2023_Suzuka,49.0,-7.8088117,3.2415538
HAM,2023_Suzuka,50.0,-7.8075585,3.2471564
HAM,2023_Suzuka,51.0,-7.7676673,3.1167607
HAM,2023_Suzuka,52.0,-7.8027887,3.169503
HAM,2023_Suzuka,53.0,-7.7564893,3.1599348
HAM,2024_Bahrain,2.0,-7.9046364,1.0032197
HAM,2024_Bahrain,3.0,-8.478956,1.3645393
HAM,2024_Bahrain,4.0,-7.5486236,2.5141249
HAM,2024_Bahrain,5.0,-8.021639,1.8469732
HAM,2024_Bahrain,6.0,-6.487246,1.8232054
HAM,2024_Bahrain,7.0,-6.816219,2.8030896
HAM,2024_Bahrain,8.0,-5.993809,1.5738962
HAM,2024_Bahrain,9.0,-7.2857475,2.6771438
HAM,2024_Bahrain,10.0,-7.7643847,3.0025475
HAM,2024_Bahrain,11.0,-7.111493,2.8649387
HAM,2024_Bahrain,12.0,-6.4886403,1.5853074
HAM,2024_Bahrain,14.0,-8.381565,1.5159526
HAM,2024_Bahrain,15.0,-7.2931223,2.21892
HAM,2024_Bahrain,16.0,-8.123837,2.6497848
HAM,2024_Bahrain,17.0,-8.155254,2.588754
HAM,2024_Bahrain,18.0,-7.069021,2.9964936
HAM,2024_Bahrain,19.0,-6.5137405,3.0624337
HAM,2024_Bahrain,20.0,-6.485094,1.8047669
HAM,2024_Bahrain,21.0,-6.486007,1.7884088
HAM,2024_Bahrain,22.0,-6.5363503,3.4077902
HAM,2024_Bahrain,23.0,-6.6365113,3.3932612
HAM,2024_Bahrain,24.0,-6.809279,2.8998039
HAM,2024_Bahrain,25.0,-6.5291853,3.3476155
HAM,2024_Bahrain,26.0,-6.4141283,1.8633728
HAM,2024_Bahrain,27.0,-6.4731326,2.9197388
HAM,2024_Bahrain,28.0,-5.989586,2.997619
HAM,2024_Bahrain,29.0,-6.505749,3.278547
HAM,2024_Bahrain,30.0,-6.498586,3.2078555
HAM,2024_Bahrain,31.0,-7.2903204,2.7689984
HAM,2024_Bahrain,32.0,-6.482589,3.4005854
HAM,2024_Bahrain,33.0,-7.738775,1.6375659
HAM,2024_Bahrain,35.0,-7.373635,1.4624819
HAM,2024_Bahrain,36.0,-7.589542,2.4896815
HAM,2024_Bahrain,37.0,-7.431868,2.7072928
HAM,2024_Bahrain,38.0,-6.6555743,2.6636105
HAM,2024_Bahrain,39.0,-6.3626733,1.914204
HAM,2024_Bahrain,40.0,-5.915819,1.3537633
HAM,2024_Bahrain,41.0,-5.965973,1.6525154
HAM,2024_Bahrain,42.0,-6.3092165,2.965125
HAM,2024_Bahrain,43.0,-6.747037,2.7525072
HAM,2024_Bahrain,44.0,-6.9025264,2.982747
HAM,2024_Bahrain,45.0,-6.303574,2.9497287
HAM,2024_Bahrain,46.0,-6.391517,1.7751576
HAM,2024_Bahrain,47.0,-6.331892,1.6759737
HAM,2024_Bahrain,48.0,-6.815822,2.7350385
HAM,2024_Bahrain,49.0,-6.912124,3.3613822
HAM,2024_Bahrain,50.0,-6.9799123,2.8196785
HAM,2024_Bahrain,51.0,-6.6049986,3.2267675
HAM,2024_Bahrain,52.0,-6.4402666,1.6083043
HAM,2024_Bahrain,53.0,-6.6392283,1.8621956
HAM,2024_Bahrain,54.0,-6.685029,2.6488748
HAM,2024_Bahrain,55.0,-6.046555,1.6370505
HAM,2024_Bahrain,56.0,-6.33335,2.9908967
HAM,2024_Bahrain,57.0,-7.842203,2.6736007
HAM,2024_Monaco,23.0,-6.643902,1.4981983
HAM,2024_Monaco,24.0,-6.5278916,0.70136374
HAM,2024_Monaco,25.0,-6.414955,1.1898122
HAM,2024_Monaco,27.0,-6.312381,1.0902992
HAM,2024_Monaco,28.0,-6.449205,1.3236108
HAM,2024_Monaco,29.0,-6.7114553,1.518432
HAM,2024_Monaco,30.0,-5.8130946,1.8525763
HAM,2024_Monaco,31.0,-5.6762147,1.7198397
HAM,2024_Monaco,32.0,-6.5797668,0.66913486
HAM,2024_Monaco,33.0,-6.3053975,0.884715
HAM,2024_Monaco,34.0,-6.4040422,0.76277715
HAM,2024_Monaco,37.0,-5.5861044,1.7727203
HAM,2024_Monaco,39.0,-6.337387,0.88109076
HAM,2024_Monaco,40.0,-6.4600687,0.65236586
HAM,2024_Monaco,41.0,-6.4881825,0.65735996
HAM,2024_Monaco,42.0,-6.4686017,0.6898086
HAM,2024_Monaco,43.0,-6.4243293,0.68727326
HAM,2024_Monaco,44.0,-6.4876795,1.0415127
HAM,2024_Monaco,45.0,-7.1679616,0.89573604
HAM,2024_Monaco,46.0,-5.7129855,2.3109686
HAM,2024_Monaco,47.0,-6.7543683,0.7632885
HAM,2024_Monaco,48.0,-6.484589,0.64841956
HAM,2024_Monaco,49.0,-6.5274277,0.65821195
HAM,2024_Monaco,50.0,-6.47507,0.64189565
HAM,2024_Monaco,53.0,-6.3264637,2.1222608
HAM,2024_Monaco,54.0,-6.367789,1.1508081
HAM,2024_Monaco,55.0,-6.5451207,0.72754484
HAM,2024_Monaco,56.0,-6.3588815,1.8072575
HAM,2024_Monaco,57.0,-6.564265,1.572948
HAM,2024_Monaco,58.0,-6.5327215,1.1721795
HAM,2024_Monaco,59.0,-5.8920813,2.6100497
HAM,2024_Monaco,60.0,-6.763468,1.0940385
HAM,2024_Monaco,61.0,-6.5390005,1.6465278
HAM,2024_Monaco,62.0,-5.903475,2.1893973
HAM,2024_Monaco,63.0,-5.816067,2.4384663
