Driver,LapNumber,LapTime_s,Race,Season,brake_duration_ratio,throttle_smoothness,full_throttle_ratio,coasting_ratio,gear_change_freq,speed_at_throttle_lift,mean_corner_speed,speed_variance,throttle_brake_overlap
LEC,11.0,99.212,Bahrain,2023,0.20948616600790515,2.2058047493403694,0.48221343873517786,0.030303030303030304,6.587615283267458,241.0,125.2773865718355,68.46576307766027,0.006587615283267457
LEC,12.0,99.489,Bahrain,2023,0.2101740294511379,2.3351206434316354,0.4605087014725569,0.029451137884872823,6.425702811244979,256.3052085333333,123.44981481446237,69.62289325155727,0.008032128514056224
LEC,13.0,102.068,Bahrain,2023,0.2422279792746114,2.48378728923476,0.44689119170984454,0.019430051813471502,6.994818652849741,261.0234378,121.2052176425672,70.99998453236574,0.025906735751295335
LEC,15.0,98.477,Bahrain,2023,0.20759837177747625,2.354933763768116,0.4694708276797829,0.04613297150610583,6.512890094979647,265.0,126.82719925973402,68.46712067485939,0.0
LEC,16.0,97.953,Bahrain,2023,0.20516304347826086,2.323389213812763,0.45652173913043476,0.03804347826086957,7.065217391304348,258.0,128.13351973108203,70.14079036434381,0.005434782608695652
LEC,17.0,98.031,Bahrain,2023,0.22783083219645292,2.333772442779079,0.4693042291950887,0.03547066848567531,6.957708049113233,253.49999957333333,127.06092216265665,68.44202290322562,0.009549795361527967
LEC,18.0,97.798,Bahrain,2023,0.21381142098273573,2.225498670921986,0.5059760956175299,0.033200531208499334,6.108897742363878,228.0,127.58208849936587,68.17471763918635,0.005312084993359893
LEC,19.0,97.858,Bahrain,2023,0.1875,2.3651846445610625,0.4741847826086957,0.04619565217391304,6.521739130434782,,128.68168672584738,69.05379842271287,0.006793478260869565
LEC,20.0,97.631,Bahrain,2023,0.20027063599458728,2.3103174603174605,0.503382949932341,0.028416779431664412,5.818673883626523,270.2258063233515,128.7778250382042,67.39843646812874,0.006765899864682003
LEC,21.0,97.753,Bahrain,2023,0.2047872340425532,2.1651131824234353,0.5039893617021277,0.03324468085106383,5.851063829787234,275.1107069714286,125.33398216085844,70.03750418684821,0.007978723404255319
LEC,22.0,98.162,Bahrain,2023,0.20588235294117646,2.2580377074520306,0.5040106951871658,0.029411764705882353,6.550802139037433,258.0,126.64359405812114,69.59211265204354,0.016042780748663103
LEC,23.0,98.054,Bahrain,2023,0.19310344827586207,2.3891229274401473,0.526896551724138,0.037241379310344824,7.03448275862069,290.6499968,126.59455780975243,69.47773673614138,0.015172413793103448
LEC,24.0,97.972,Bahrain,2023,0.21095890410958903,2.3786854779395314,0.4794520547945205,0.030136986301369864,6.575342465753424,262.56499968,127.02025090235657,69.1625427482859,0.015068493150684932
