dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,Driver,Race,LapNumber
0.0,5.278152,1.8600721,2.7731984,0.0,4.0824933,0.19667464,4.5104694,0.6344693,0.0,5.473539,0.75306106,0.0,0.4987284,0.4843014,0.0,7.680365,1.1470858,0.0,6.066273,0.0,8.944488,0.0,9.844129,6.5992064,0.0,5.9987435,0.0,1.9298528,0.0,3.5690486,0.0,ALO,2023_Bahrain,23.0
0.0,5.524972,1.8777288,2.4794478,0.0,4.599989,0.0,4.8034573,1.2593706,0.0,6.106664,0.0,0.0,0.9883815,0.22961836,0.0,8.744887,0.32687086,0.0,5.87764,0.0,9.404452,0.0,10.097147,6.2496805,0.0,7.324309,0.0,2.3466966,0.0,2.8064318,0.0,ALO,2023_Bahrain,24.0
0.0,5.518729,1.8515707,2.8831067,0.0,4.0227304,0.48969033,4.1821795,0.23850185,0.0,5.164231,0.7726171,0.0,0.19692545,0.21761258,0.0,7.6595163,1.3166242,0.0,6.5360656,0.0,9.160497,0.0,10.136312,6.769672,0.0,5.732103,0.0,1.4398205,0.0,3.7872694,0.0,ALO,2023_Bahrain,25.0
0.0,6.229709,2.3948536,2.3949246,0.0,4.323595,0.02639474,3.779437,0.6131142,0.0,4.974764,0.0,0.0,0.5436445,0.0,0.0,8.368651,0.48151183,0.0,6.950998,0.0,9.329323,0.0,10.100861,6.2556205,0.0,6.848793,0.0,1.2337556,0.0,2.7843952,0.0,ALO,2023_Bahrain,26.0
0.0,4.960336,1.9636196,2.7854612,0.0,4.5495,0.0,4.5922766,1.5307578,0.0,5.1849613,0.8740772,0.0,1.2197349,0.6737027,0.0,7.1330137,1.0589017,0.0,5.366035,0.0,8.0545435,0.0,8.839069,5.647875,0.0,6.220289,0.0,2.4032922,0.0,2.6626236,0.0,ALO,2023_Bahrain,27.0
0.0,5.0898,1.7195387,2.8780038,0.0,5.1701922,0.0,5.189412,1.9233018,0.0,6.0781827,0.35214135,0.0,1.5518446,0.5781652,0.0,8.113176,0.64780337,0.0,5.260334,0.0,8.723564,0.0,9.486732,5.7618647,0.0,7.2796516,0.0,3.0098393,0.0,2.4505816,0.0,ALO,2023_Bahrain,28.0
0.0,5.220245,1.7950892,2.756159,0.0,4.5030093,0.0,4.708543,1.1163958,0.0,5.653548,0.5126101,0.0,0.89341444,0.43359426,0.0,7.87126,0.8693821,0.0,5.7834234,0.0,8.880158,0.0,9.685423,6.1550636,0.0,6.533354,0.0,2.2669053,0.0,3.0569694,0.0,ALO,2023_Bahrain,29.0
0.0,4.80752,1.4997727,3.0021052,0.0,4.503526,0.0,5.0372276,1.2676208,0.0,5.882343,0.82449126,0.0,0.97458047,0.6930668,0.0,7.659192,1.1324569,0.0,5.3178124,0.0,8.758919,0.0,9.577392,6.1002417,0.0,6.331273,0.0,2.6377442,0.0,3.290948,0.0,ALO,2023_Bahrain,30.0
0.0,5.487869,1.7871734,2.6211984,0.0,4.2016144,0.0,4.386275,0.5817869,0.0,5.601995,0.22125238,0.0,0.47039115,0.12572743,0.0,8.196252,0.7408986,0.0,6.2507086,0.0,9.284056,0.0,10.143469,6.5551815,0.0,6.4115868,0.0,1.7659559,0.0,3.3051755,0.0,ALO,2023_Bahrain,31.0
0.0,5.0807524,1.6939324,2.7643647,0.0,4.18921,0.0020287111,4.3194284,0.9378947,0.0,5.1850567,0.61374915,0.0,0.72803074,0.2884061,0.0,7.4314723,1.0708114,0.0,5.6764503,0.0,8.526244,0.0,9.3708935,5.9204845,0.0,6.040195,0.0,1.9278542,0.0,3.0829377,0.0,ALO,2023_Bahrain,32.0
